car_name,yr_mfr,fuel_type,kms_run,sale_price,city,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,make,model,total_owners,original_price,car_rating,fitness_certificate
maruti wagon r 1.0,2014,petrol,41913,381999,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ts10,maruti,wagon r 1.0,1,382099.0,great,True
hyundai eon,2016,petrol,40681,276799,hyderabad,hatchback,manual,era plus,True,hyderabad,telangana,True,ts08,hyundai,eon,1,276899.0,great,True
hyundai i20,2012,petrol,53847,370699,hyderabad,hatchback,manual,magna 1.2 vtvt,True,hyderabad,telangana,True,ap09,hyundai,i20,1,431411.0,great,True
datsun redi go,2018,petrol,13379,319999,hyderabad,hatchback,manual,t (o),True,hyderabad,telangana,True,ts07,datsun,redi go,1,372340.0,great,True
maruti alto 800,2017,petrol,27927,315899,hyderabad,hatchback,manual,lxi opt,True,hyderabad,telangana,True,ts07,maruti,alto 800,2,380010.0,great,True
hyundai grand i10,2017,petrol,17406,582899,hyderabad,hatchback,Unknown,sportz (o) 1.2 at vtvt,False,hyderabad,telangana,True,ts11,hyundai,grand i10,1,701997.0,great,True
maruti swift,2019,diesel,43074,679899,hyderabad,hatchback,manual,vdi,True,hyderabad,telangana,True,ts12,maruti,swift,2,817469.0,great,True
hyundai i10,2008,petrol,83568,230899,hyderabad,hatchback,manual,era,True,hyderabad,telangana,True,ap29,hyundai,i10,2,258616.0,great,True
maruti alto k10,2014,petrol,46445,280599,hyderabad,hatchback,Unknown,vxi amt,True,hyderabad,telangana,True,ts07,maruti,alto k10,2,350464.0,great,True
maruti wagon r 1.0,2013,petrol,45460,330899,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ap13,maruti,wagon r 1.0,2,404835.0,great,True
hyundai i10,2012,petrol,44883,335999,hyderabad,hatchback,manual,magna 1.2 kappa2,True,hyderabad,telangana,True,ap09,hyundai,i10,1,385437.0,great,True
maruti alto 800,2014,petrol,43615,256999,hyderabad,hatchback,manual,lxi,True,hyderabad,telangana,True,ts12,maruti,alto 800,1,313500.0,great,True
maruti alto k10,2011,petrol,56816,227799,hyderabad,hatchback,manual,lxi,False,hyderabad,telangana,True,ap28,maruti,alto k10,1,253340.0,good,True
maruti alto 800,2015,petrol,38472,276299,hyderabad,hatchback,manual,lxi,False,hyderabad,telangana,True,ts07,maruti,alto 800,1,328310.0,great,True
hyundai santro xing,2011,petrol & lpg,54368,264799,hyderabad,hatchback,manual,gls lpg,True,hyderabad,telangana,True,ap28,hyundai,santro xing,1,308080.0,great,True
maruti alto 800,2013,petrol,57525,245399,hyderabad,hatchback,manual,lxi,True,hyderabad,telangana,True,ap28,maruti,alto 800,1,272380.0,great,True
hyundai i10,2015,petrol,47164,390899,hyderabad,hatchback,manual,sportz 1.1 irde2,True,hyderabad,telangana,True,ts07,hyundai,i10,1,Unknown,great,True
maruti alto 800,2015,petrol,25048,306199,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ts08,maruti,alto 800,2,337259.0,good,True
maruti alto 800,2013,petrol,42131,268199,hyderabad,hatchback,manual,lxi,True,hyderabad,telangana,True,ap29,maruti,alto 800,1,313730.0,great,True
maruti wagon r 1.0,2015,petrol,48243,370699,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ts07,maruti,wagon r 1.0,1,431607.0,great,True
honda brio,2013,petrol,40362,391999,hyderabad,hatchback,manual,1.2 s mt i vtec,True,hyderabad,telangana,True,ap28,honda,brio,2,403706.0,good,True
maruti alto k10,2016,petrol,60866,320299,hyderabad,hatchback,Unknown,vxi amt,False,hyderabad,telangana,True,ts08,maruti,alto k10,1,374720.0,great,True
hyundai eon,2013,petrol,59918,252399,hyderabad,hatchback,manual,magna plus,True,hyderabad,telangana,True,ap09,hyundai,eon,2,Unknown,great,True
maruti eeco,2016,petrol,54919,317599,hyderabad,suv,manual,7 str,True,hyderabad,telangana,True,ts07,maruti,eeco,1,410420.0,great,True
hyundai santro xing,2009,petrol,50156,172799,hyderabad,hatchback,manual,gls,True,hyderabad,telangana,True,ap10,hyundai,santro xing,2,Unknown,great,True
maruti celerio,2015,petrol,43028,399799,hyderabad,hatchback,manual,zxi opt,True,hyderabad,telangana,True,ts03,maruti,celerio,2,461357.0,great,True
hyundai i10,2013,petrol,57200,363399,hyderabad,hatchback,manual,magna 1.2 kappa2,True,hyderabad,telangana,True,ap09,hyundai,i10,1,414508.0,great,True
hyundai santro xing,2009,petrol,31094,220099,hyderabad,hatchback,manual,gls,True,hyderabad,telangana,True,ap29,hyundai,santro xing,1,265240.0,great,True
maruti swift dzire,2013,petrol,58065,453699,hyderabad,sedan,manual,vxi 1.2 bs iv,True,hyderabad,telangana,True,ap29,maruti,swift dzire,2,Unknown,great,True
hyundai i10,2011,petrol,57568,320499,hyderabad,hatchback,manual,sportz 1.2 kappa2,True,hyderabad,telangana,True,ap09,hyundai,i10,2,376809.0,great,True
tata tiago,2018,petrol,67311,422499,hyderabad,hatchback,manual,xz 1.2 revotron,True,proddatur,andhra pradesh,True,ap04,tata,tiago,1,497400.0,great,True
hyundai grand i10,2017,petrol,23663,473799,hyderabad,hatchback,manual,magna 1.2 kappa vtvt,True,hyderabad,telangana,True,ts09,hyundai,grand i10,2,Unknown,great,True
hyundai eon,2017,petrol,29422,359699,hyderabad,hatchback,manual,era plus,True,hyderabad,telangana,True,ts09,hyundai,eon,1,359799.0,great,True
nissan micra,2013,diesel,50151,311999,hyderabad,hatchback,manual,xe diesel,True,hyderabad,telangana,True,ap11,nissan,micra,1,333678.0,great,True
maruti dzire,2017,petrol,33399,630099,hyderabad,sedan,manual,vxi,True,hyderabad,telangana,True,ts07,maruti,dzire,1,775481.0,great,True
maruti alto k10,2017,petrol,37328,312099,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ts07,maruti,alto k10,1,408278.0,great,True
maruti baleno,2017,petrol,7861,701599,hyderabad,hatchback,manual,alpha 1.2 k12,True,hyderabad,telangana,True,ts08,maruti,baleno,1,727305.0,great,True
hyundai santro xing,2008,petrol,41859,198199,hyderabad,hatchback,manual,gls,True,hyderabad,telangana,True,ap29,hyundai,santro xing,1,201899.0,great,True
maruti swift,2016,diesel,43630,543399,hyderabad,hatchback,manual,vdi,True,hyderabad,telangana,True,ts07,maruti,swift,2,547532.0,great,True
maruti alto,2010,petrol,63438,197599,hyderabad,hatchback,manual,lxi,True,hyderabad,telangana,True,ap29,maruti,alto,1,Unknown,great,True
honda city,2011,petrol,67624,407199,hyderabad,sedan,manual,s mt petrol,True,hyderabad,telangana,True,ap09,honda,city,2,465301.0,great,True
maruti baleno,2016,petrol,22594,630199,hyderabad,hatchback,manual,zeta 1.2 k12,True,hyderabad,telangana,True,ts08,maruti,baleno,1,738480.0,great,True
maruti zen estilo,2010,petrol,80996,209799,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ap13,maruti,zen estilo,2,249389.0,great,True
hyundai santro xing,2007,petrol,38392,210699,hyderabad,hatchback,manual,gls,True,hyderabad,telangana,True,ap09,hyundai,santro xing,1,Unknown,good,True
maruti alto k10,2012,petrol,36870,265799,hyderabad,hatchback,manual,lxi,True,hyderabad,telangana,True,ap29,maruti,alto k10,2,282826.0,good,True
maruti alto k10,2012,petrol,63082,244199,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ap11,maruti,alto k10,1,Unknown,great,True
hyundai eon,2017,petrol,69319,318599,hyderabad,hatchback,manual,era plus,True,hyderabad,telangana,True,ts10,hyundai,eon,1,Unknown,great,True
maruti wagon r 1.0,2011,petrol & cng,85435,269499,hyderabad,hatchback,manual,lxi cng,True,hyderabad,telangana,True,ap13,maruti,wagon r 1.0,1,322145.0,great,True
maruti alto k10,2017,petrol,84937,323899,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ts08,maruti,alto k10,1,368573.0,great,True
maruti alto 800,2019,petrol,24740,311299,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ts11,maruti,alto 800,2,398401.0,great,True
maruti dzire,2018,diesel,40615,768099,hyderabad,sedan,manual,vdi,True,hyderabad,telangana,True,ts08,maruti,dzire,1,912519.0,great,True
hyundai grand i10,2015,petrol,23738,519099,hyderabad,hatchback,automatic,asta 1.2 at vtvt,True,hyderabad,telangana,True,ts10,hyundai,grand i10,2,633180.0,good,True
hyundai i10,2010,petrol,71355,288999,hyderabad,hatchback,manual,magna 1.2,True,hyderabad,telangana,True,ap25,hyundai,i10,2,289099.0,great,True
maruti celerio x,2018,petrol,31973,423599,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ts15,maruti,celerio x,1,526650.0,great,True
maruti wagon r 1.0,2010,petrol,59076,256499,hyderabad,hatchback,manual,lxi,True,hyderabad,telangana,True,ap29,maruti,wagon r 1.0,2,Unknown,good,True
maruti ignis,2017,petrol,31925,478899,hyderabad,hatchback,manual,delta 1.2 k12,True,hyderabad,telangana,True,ts10,maruti,ignis,1,557070.0,great,True
maruti baleno,2018,petrol,33478,635399,hyderabad,hatchback,manual,zeta 1.2 k12,True,hyderabad,telangana,True,ts10,maruti,baleno,1,784117.0,great,True
hyundai santro xing,2010,petrol & lpg,73539,263099,hyderabad,hatchback,manual,gls lpg,True,hyderabad,telangana,True,ap24,hyundai,santro xing,1,Unknown,great,True
maruti dzire,2017,petrol,35440,605099,hyderabad,sedan,manual,vxi,True,hyderabad,telangana,True,ts10,maruti,dzire,1,734309.0,great,True
maruti baleno,2017,diesel,51501,676999,hyderabad,hatchback,manual,alpha ddis 190,True,vijayawada,andhra pradesh,True,ap16,maruti,baleno,1,833039.0,great,True
hyundai i10,2009,petrol,66427,237799,hyderabad,hatchback,manual,magna 1.2,True,hyderabad,telangana,True,ap29,hyundai,i10,2,272142.0,great,True
honda city,2015,petrol,47555,782799,hyderabad,sedan,automatic,vx cvt petrol,True,hyderabad,telangana,True,ts09,honda,city,4,940966.0,great,True
hyundai i20,2010,petrol,68124,357499,hyderabad,hatchback,manual,magna o 1.2,True,hyderabad,telangana,True,ap10,hyundai,i20,2,Unknown,great,True
mahindra thar,2017,diesel,27328,755999,hyderabad,suv,manual,crde 4x4 bs iv,True,hyderabad,telangana,True,ts09,mahindra,thar,1,933655.0,great,True
maruti swift dzire,2015,petrol,69124,514899,hyderabad,sedan,manual,zxi 1.2 bs iv,True,hyderabad,telangana,True,ts07,maruti,swift dzire,1,520639.0,great,True
maruti swift,2011,petrol,78238,406299,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ap28,maruti,swift,1,490835.0,great,True
hyundai santro xing,2007,petrol,52521,176699,hyderabad,hatchback,manual,xo erlx euro iii,True,hyderabad,telangana,True,ap28,hyundai,santro xing,2,Unknown,good,True
maruti wagon r 1.0,2011,petrol,104293,271199,hyderabad,hatchback,manual,vxi abs air bag,True,hyderabad,telangana,True,ap28,maruti,wagon r 1.0,2,300940.0,great,True
hyundai i10,2010,petrol,119179,254299,hyderabad,hatchback,manual,magna 1.2 kappa2,True,hyderabad,telangana,True,ap09,hyundai,i10,1,263397.0,great,True
maruti alto k10,2015,petrol,57564,298499,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ts09,maruti,alto k10,1,320966.0,great,True
maruti dzire,2019,diesel,21168,799199,hyderabad,sedan,manual,vdi,True,srikakulam,andhra pradesh,True,ap39,maruti,dzire,1,799299.0,great,True
hyundai elite i20,2018,petrol,67132,565599,hyderabad,hatchback,manual,sportz 1.2,True,hyderabad,telangana,True,ts07,hyundai,elite i20,1,Unknown,great,True
mg hector,2019,petrol,26283,1433289,hyderabad,Unknown,Unknown,sharp hybird petrol mt,True,hyderabad,telangana,True,ts09,mg,hector,2,1433390.0,great,True
maruti ritz,2009,petrol,71240,256599,hyderabad,hatchback,manual,vxi bs iv,True,hyderabad,telangana,True,ap09,maruti,ritz,2,Unknown,great,True
maruti a star,2009,petrol,69535,213299,hyderabad,hatchback,manual,vxi,False,hyderabad,telangana,True,ap29,maruti,a star,1,228676.0,good,True
maruti baleno,2017,petrol,53055,624999,hyderabad,hatchback,manual,zeta 1.2 k12,True,hyderabad,telangana,True,ts07,maruti,baleno,1,746505.0,great,True
maruti alto k10,2010,petrol,106136,210399,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ap09,maruti,alto k10,2,Unknown,good,True
hyundai santro xing,2013,petrol,68484,306599,hyderabad,hatchback,manual,gls,True,hyderabad,telangana,True,ap11,hyundai,santro xing,1,353688.0,great,True
maruti swift dzire,2017,diesel,57889,699399,hyderabad,sedan,manual,vdi opt,True,ravulapalam,andhra pradesh,True,ap05,maruti,swift dzire,1,820380.0,great,True
maruti alto,2011,petrol & cng,70720,217699,hyderabad,hatchback,manual,lxi cng,True,hyderabad,telangana,True,ap23,maruti,alto,1,Unknown,good,True
maruti wagon r duo,2009,petrol & lpg,197377,171999,hyderabad,hatchback,manual,lxi lpg,True,hyderabad,telangana,True,ap11,maruti,wagon r duo,1,173599.0,great,True
maruti swift dzire,2017,diesel,59374,685699,hyderabad,sedan,manual,vdi opt,True,hyderabad,telangana,True,ts08,maruti,swift dzire,1,685799.0,great,True
toyota innova crysta,2017,diesel,80745,1818604,hyderabad,suv,manual,2.4 zx 7 str,True,hyderabad,telangana,True,ts15,toyota,innova crysta,1,2144837.0,great,True
maruti alto 800,2018,petrol,42143,321799,hyderabad,hatchback,manual,lxi,True,hyderabad,telangana,True,ts15,maruti,alto 800,1,377100.0,great,True
maruti alto 800,2012,petrol,89758,244699,hyderabad,hatchback,manual,lxi,True,hyderabad,telangana,True,ap28,maruti,alto 800,2,Unknown,great,True
maruti swift dzire,2015,petrol,78713,535999,hyderabad,sedan,manual,vxi 1.2 bs iv,True,hyderabad,telangana,True,ts07,maruti,swift dzire,1,671743.0,good,True
maruti dzire,2018,diesel,47721,750499,hyderabad,sedan,manual,vdi,True,hyderabad,telangana,True,ts08,maruti,dzire,1,906215.0,great,True
maruti wagon r 1.0,2012,petrol & cng,79870,327099,hyderabad,hatchback,manual,lxi cng,True,hyderabad,telangana,True,ap29,maruti,wagon r 1.0,1,367970.0,great,True
maruti swift,2009,diesel,90273,291199,hyderabad,hatchback,manual,ldi,True,hyderabad,telangana,True,ap28,maruti,swift,1,291299.0,great,True
bmw x1,2016,diesel,60381,1987577,hyderabad,luxury suv,automatic,sdrive 20d,True,hyderabad,telangana,True,ts07,bmw,x1,1,Unknown,great,True
maruti swift,2012,diesel,146225,368499,hyderabad,hatchback,manual,vdi,True,hyderabad,telangana,True,ap28,maruti,swift,1,368599.0,great,True
maruti zen estilo,2010,petrol,88461,203699,hyderabad,hatchback,manual,lxi,True,hyderabad,telangana,True,ap09,maruti,zen estilo,2,230840.0,great,True
hyundai santro xing,2008,petrol & lpg,98277,203699,hyderabad,hatchback,manual,gls,True,hyderabad,telangana,True,ap28,hyundai,santro xing,1,Unknown,good,True
maruti vitara brezza,2017,diesel,74942,791899,hyderabad,suv,manual,zdi,True,hyderabad,telangana,True,ts13,maruti,vitara brezza,1,958978.0,great,True
hyundai i10,2010,petrol,95991,265299,hyderabad,hatchback,manual,sportz 1.2,True,hyderabad,telangana,True,ap28,hyundai,i10,2,294902.0,great,True
hyundai i10,2011,petrol,116395,386299,hyderabad,hatchback,automatic,sportz 1.2 at kappa2,True,hyderabad,telangana,True,ap09,hyundai,i10,1,434517.0,great,True
maruti swift dzire,2017,diesel,80273,619699,hyderabad,sedan,automatic,zdi amt,True,hyderabad,telangana,True,ts09,maruti,swift dzire,2,776511.0,great,True
hyundai i10,2008,petrol,89270,275699,hyderabad,hatchback,manual,sportz 1.2,False,hyderabad,telangana,True,ap04,hyundai,i10,1,312623.0,good,True
maruti wagon r duo,2008,petrol & lpg,99395,208599,hyderabad,hatchback,manual,lxi lpg,True,hyderabad,telangana,True,ap11,maruti,wagon r duo,2,Unknown,good,True
hyundai santro xing,2009,petrol,105529,172399,hyderabad,hatchback,manual,gls,True,guntur,andhra pradesh,True,ap07,hyundai,santro xing,1,216284.0,great,True
maruti ritz,2012,diesel,96714,372199,hyderabad,hatchback,manual,zdi,True,hyderabad,telangana,True,ap28,maruti,ritz,1,447442.0,great,True
toyota etios,2011,petrol,103749,340899,hyderabad,sedan,manual,v,True,hyderabad,telangana,True,ap28,toyota,etios,3,400704.0,great,True
datsun go plus,2016,petrol,48716,296699,hyderabad,hatchback,manual,t,True,hyderabad,telangana,True,ts08,datsun,go plus,1,306299.0,good,True
maruti baleno,2018,diesel,74535,739599,hyderabad,hatchback,manual,alpha ddis 190,True,hyderabad,telangana,True,ts09,maruti,baleno,1,Unknown,great,True
maruti swift,2012,diesel,77838,474599,hyderabad,hatchback,manual,zdi,True,hyderabad,telangana,True,ap09,maruti,swift,2,Unknown,great,True
hyundai verna,2018,petrol,43975,1027899,hyderabad,sedan,manual,1.6 sx vtvt (o),True,hyderabad,telangana,True,ts07,hyundai,verna,1,1118039.0,great,True
maruti alto,2009,petrol & lpg,155996,174799,hyderabad,hatchback,manual,lxi,True,vijayawada,andhra pradesh,True,ap16,maruti,alto,1,Unknown,good,True
maruti swift,2011,petrol,121622,382699,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ap13,maruti,swift,1,456855.0,great,True
maruti ertiga,2014,diesel,86775,664299,hyderabad,suv,manual,vdi abs,True,hyderabad,telangana,True,ts09,maruti,ertiga,2,793379.0,great,True
volkswagen ameo,2017,diesel,109300,485499,hyderabad,sedan,automatic,highline 1.5l at (d),True,hyderabad,telangana,True,ts09,volkswagen,ameo,2,504399.0,great,True
maruti swift dzire,2015,diesel,97036,539899,hyderabad,sedan,manual,vdi bs iv,True,hyderabad,telangana,True,ts15,maruti,swift dzire,1,692291.0,great,True
hyundai creta,2016,petrol,75730,964999,hyderabad,suv,automatic,1.6 sx plus auto petrol,True,hyderabad,telangana,True,ts11,hyundai,creta,1,1146030.0,great,True
maruti swift,2015,petrol,87030,461099,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ts08,maruti,swift,2,531179.0,great,True
hyundai creta,2016,diesel,72727,924899,hyderabad,suv,manual,1.6 sx plus diesel,True,hyderabad,telangana,True,ts12,hyundai,creta,1,924999.0,great,True
maruti alto k10,2012,petrol,103887,227499,hyderabad,hatchback,manual,vxi,True,hyderabad,telangana,True,ts08,maruti,alto k10,1,277819.0,great,True
hyundai santro xing,2009,petrol & lpg,93933,229499,hyderabad,hatchback,manual,gls lpg,True,hyderabad,telangana,True,ap28,hyundai,santro xing,2,Unknown,good,True
maruti swift,2016,diesel,82732,507599,hyderabad,hatchback,manual,vdi abs,True,hyderabad,telangana,True,ts07,maruti,swift,2,614343.0,great,True
toyota etios liva,2012,diesel,86617,362699,hyderabad,hatchback,manual,gd,True,hyderabad,telangana,True,ap09,toyota,etios liva,2,389538.0,good,True
hyundai i10,2012,petrol,114748,288499,hyderabad,hatchback,manual,sportz 1.2 kappa2,True,hyderabad,telangana,True,ap09,hyundai,i10,1,Unknown,great,True
hyundai i10,2011,petrol,112315,328699,hyderabad,hatchback,manual,sportz 1.2 kappa2,True,hyderabad,telangana,True,ap13,hyundai,i10,2,360031.0,great,True
maruti ritz,2012,diesel,136808,313999,hyderabad,hatchback,manual,vdi,True,hyderabad,telangana,True,ap12,maruti,ritz,1,Unknown,great,True
maruti swift dzire,2015,petrol,107589,538599,hyderabad,sedan,manual,vxi 1.2 bs iv,True,hyderabad,telangana,True,ts09,maruti,swift dzire,1,Unknown,great,True
maruti swift,2013,diesel,108649,421399,hyderabad,hatchback,manual,vdi,True,hyderabad,telangana,True,ap29,maruti,swift,1,487223.0,great,True
maruti swift,2012,diesel,101039,473799,hyderabad,hatchback,manual,zdi,True,hyderabad,telangana,True,ap28,maruti,swift,1,545667.0,great,True
hyundai creta,2018,diesel,89645,926399,hyderabad,suv,Unknown,1.4 e plus crdi,True,hyderabad,telangana,True,ts08,hyundai,creta,1,1131928.0,great,True
maruti swift,2013,diesel,111864,428599,hyderabad,hatchback,manual,vdi,True,hyderabad,telangana,True,ap09,maruti,swift,2,492843.0,great,True
maruti vitara brezza,2017,diesel,108339,707599,hyderabad,suv,manual,vdi opt,True,hyderabad,telangana,True,ts08,maruti,vitara brezza,1,856355.0,great,True
maruti swift,2015,diesel,98101,470699,hyderabad,hatchback,manual,vdi abs,True,vishakapatnam,andhra pradesh,True,ap31,maruti,swift,1,572837.0,great,True
maruti swift,2012,diesel,164757,384999,hyderabad,hatchback,manual,zdi,True,hyderabad,telangana,True,ap28,maruti,swift,1,477072.0,great,True
maruti celerio,2016,petrol,106318,374699,hyderabad,hatchback,manual,zxi,True,hyderabad,telangana,True,ts07,maruti,celerio,1,Unknown,great,True
maruti swift dzire,2015,petrol,94320,527599,hyderabad,sedan,manual,vxi 1.2 bs iv,True,hyderabad,telangana,True,ts07,maruti,swift dzire,1,645504.0,great,True
skoda rapid,2012,diesel,134290,352999,hyderabad,sedan,manual,elegance 1.6 tdi mt,True,hyderabad,telangana,True,ap20,skoda,rapid,2,421790.0,great,True
maruti ritz,2011,diesel,114828,318899,hyderabad,hatchback,manual,vdi,True,hyderabad,telangana,True,ap09,maruti,ritz,2,Unknown,good,True
hyundai verna,2012,diesel,138713,461399,hyderabad,sedan,manual,fluidic 1.6 ex crdi,True,hyderabad,telangana,True,ap28,hyundai,verna,1,479083.0,great,True
hyundai creta,2016,diesel,76226,979599,hyderabad,suv,Unknown,1.6 sx crdi,True,hyderabad,telangana,True,ts09,hyundai,creta,1,1123030.0,great,True
